SR_No,Date,DO_No,Customer_Name,Destination,Grade,Thick_mm,Width_mm,Length_mm,Planned_Qty,Despatched_Qty,Balance_to_Despatch_Qty,Weight_Tons,Priority_Level,Delivery_Deadline,Loading_Point_Code,Loading_Point_Name,Loading_Point_Lat,Loading_Point_Lng,Destination_Lat,Destination_Lng,Expected_Freight_Rate_INR,Customer_Payment_Terms_Days,Special_Requirements,Product_Value_INR,Preferred_Vehicle_Type
261,2025-12-31,DO-2026-01-100260,NMDC Ltd,"Surat, Gujarat",SS304,23.9,1250,2000,35,0,35,16.4,Critical,2026-01-04 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,46334,90,None,4803410,Trailer
262,2025-12-25,DO-2026-01-100261,Rashtriya Ispat Nigam,"Surat, Gujarat",SS304,14.7,1000,12000,102,0,102,141.2,High,2026-01-10 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,32776,30,None,3054692,Flatbed
263,2025-12-23,DO-2026-01-100262,Essar Steel,"Indore, Madhya Pradesh",SS316L,27.4,1000,12000,86,0,86,222.0,Medium,2026-01-10 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,43748,30,Express Delivery,5148863,Flatbed
264,2025-12-29,DO-2026-01-100263,Jindal Steel,"Indore, Madhya Pradesh",SS316L,8.3,2000,12000,37,0,37,57.9,Normal,2026-01-17 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,55228,60,Wooden Crating,1412861,Flatbed
265,2025-12-30,DO-2026-01-100264,Bhushan Steel,"Mumbai, Maharashtra",MS A36,26.9,1800,12000,65,0,65,296.5,Low,2026-01-15 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,46801,60,Tarpaulin Cover,1426263,LCV
266,2025-12-27,DO-2026-01-100265,AM/NS India,"Mumbai, Maharashtra",MS A36,27.8,1000,2000,101,0,101,44.1,Critical,2026-01-10 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,56718,90,None,829273,LCV
267,2025-12-23,DO-2026-01-100266,Lloyds Metals,Delhi NCR,CRS,6.5,1800,6000,107,0,107,59.0,High,2026-01-16 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,53710,30,Express Delivery,1106950,LCV
268,2025-12-29,DO-2026-01-100267,APL Apollo,Delhi NCR,CRS,7.5,2000,6000,47,0,47,33.2,Medium,2026-01-04 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,36872,60,Express Delivery,1026000,HCV
269,2025-12-30,DO-2026-01-100268,Shyam Steel,"Pune, Maharashtra",HRS,26.1,1500,2000,40,0,40,24.6,Normal,2026-01-13 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,41449,90,Express Delivery,3260516,HCV
270,2025-12-23,DO-2026-01-100269,SRMB Steel,"Pune, Maharashtra",HRS,16.7,2000,6000,38,0,38,59.8,Low,2026-01-12 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,53740,90,Wooden Crating,1923990,HCV
271,2025-12-28,DO-2026-01-100270,Tata Steel Ltd,"Chennai, Tamil Nadu",Galvanized,27.7,1000,12000,119,0,119,310.5,Critical,2026-01-04 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,38401,90,None,1387687,Covered
272,2025-12-27,DO-2026-01-100271,JSW Steel,"Chennai, Tamil Nadu",Galvanized,17.7,2000,12000,61,0,61,203.4,High,2026-01-16 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,53389,30,Tarpaulin Cover,4529488,Covered
273,2025-12-27,DO-2026-01-100272,SAIL Bokaro,"Bengaluru, Karnataka",TMT Fe500,7.9,2000,6000,80,0,80,59.5,Medium,2026-01-06 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,76544,90,None,3227822,Covered
274,2025-12-29,DO-2026-01-100273,Hindalco Industries,"Bengaluru, Karnataka",TMT Fe500,8.4,1000,2000,120,0,120,15.8,Normal,2026-01-06 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,56903,45,Wooden Crating,3406489,Open
275,2025-12-26,DO-2026-01-100274,Vedanta Resources,"Hyderabad, Telangana",TMT Fe550,4.8,1000,3000,64,0,64,7.2,Low,2026-01-09 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,49679,30,None,2321956,Open
276,2025-12-27,DO-2026-01-100275,NMDC Ltd,"Hyderabad, Telangana",TMT Fe550,13.7,2000,12000,73,0,73,188.4,Critical,2026-01-05 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,33721,30,None,1530679,Open
277,2026-01-02,DO-2026-01-100276,Rashtriya Ispat Nigam,"Ahmedabad, Gujarat",GP Coil,17.5,1500,6000,94,0,94,116.2,High,2026-01-08 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,59119,90,Wooden Crating,2786271,Trailer
278,2025-12-31,DO-2026-01-100277,Essar Steel,"Ahmedabad, Gujarat",GP Coil,15.5,1800,2500,91,0,91,49.8,Medium,2026-01-08 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,51734,60,None,1280723,Trailer
279,2025-12-26,DO-2026-01-100278,Jindal Steel,"Jaipur, Rajasthan",Color Coated,13.3,1800,3000,39,0,39,22.0,Normal,2026-01-16 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,37041,60,None,2818547,Trailer
280,2025-12-30,DO-2026-01-100279,Bhushan Steel,"Jaipur, Rajasthan",Color Coated,18.3,2000,12000,110,0,110,379.2,Low,2026-01-11 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,39010,45,None,4069304,Flatbed
281,2025-12-26,DO-2026-01-100280,AM/NS India,"Lucknow, Uttar Pradesh",SS304,23.9,1800,3000,60,0,60,60.8,Critical,2026-01-09 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,60220,45,None,2434864,Flatbed
282,2025-12-29,DO-2026-01-100281,Lloyds Metals,"Lucknow, Uttar Pradesh",SS304,10.2,1800,3000,79,0,79,34.2,High,2026-01-15 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,77544,90,Insurance Mandatory,2783602,Flatbed
283,2026-01-01,DO-2026-01-100282,APL Apollo,"Coimbatore, Tamil Nadu",SS316L,11.8,1800,3000,59,0,59,29.5,Medium,2026-01-13 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,45094,45,Tarpaulin Cover,975788,LCV
284,2025-12-29,DO-2026-01-100283,Shyam Steel,"Coimbatore, Tamil Nadu",SS316L,14.0,1250,6000,111,0,111,91.5,Normal,2026-01-17 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,77405,30,Wooden Crating,4182128,LCV
285,2025-12-29,DO-2026-01-100284,SRMB Steel,"Surat, Gujarat",MS A36,15.0,1500,2500,104,0,104,45.9,Low,2026-01-14 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,42101,90,Wooden Crating,1370464,LCV
286,2025-12-27,DO-2026-01-100285,Tata Steel Ltd,"Surat, Gujarat",MS A36,27.8,1800,12000,75,0,75,353.5,Critical,2026-01-12 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,65201,90,None,3765951,HCV
287,2025-12-23,DO-2026-01-100286,JSW Steel,"Indore, Madhya Pradesh",CRS,25.3,2000,12000,107,0,107,510.0,High,2026-01-05 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,39167,45,Tarpaulin Cover,3728029,HCV
288,2025-12-23,DO-2026-01-100287,SAIL Bokaro,"Indore, Madhya Pradesh",CRS,18.8,1000,12000,39,0,39,69.1,Medium,2026-01-14 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,74384,90,Insurance Mandatory,3531634,HCV
289,2025-12-29,DO-2026-01-100288,Hindalco Industries,"Mumbai, Maharashtra",HRS,13.2,1000,2000,119,0,119,24.7,Normal,2026-01-07 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,65467,45,None,4031071,Covered
290,2025-12-31,DO-2026-01-100289,Vedanta Resources,"Mumbai, Maharashtra",HRS,22.1,2000,12000,77,0,77,320.6,Low,2026-01-09 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,33609,90,None,4239454,Covered
291,2025-12-28,DO-2026-01-100290,NMDC Ltd,Delhi NCR,Galvanized,27.0,1000,2500,135,0,135,71.5,Critical,2026-01-08 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,54483,90,Wooden Crating,5121428,Covered
292,2025-12-26,DO-2026-01-100291,Rashtriya Ispat Nigam,Delhi NCR,Galvanized,11.1,1000,6000,79,0,79,41.3,High,2026-01-09 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,36402,60,None,1715405,Open
293,2025-12-30,DO-2026-01-100292,Essar Steel,"Pune, Maharashtra",TMT Fe500,24.1,1000,2500,20,0,20,9.5,Medium,2026-01-12 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,43432,45,None,4326645,Open
294,2025-12-31,DO-2026-01-100293,Jindal Steel,"Pune, Maharashtra",TMT Fe500,8.0,1800,2500,77,0,77,21.8,Normal,2026-01-14 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,75077,90,None,2405277,Open
295,2025-12-30,DO-2026-01-100294,Bhushan Steel,"Chennai, Tamil Nadu",TMT Fe550,17.4,1800,2000,75,0,75,36.9,Low,2026-01-07 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,50241,30,Tarpaulin Cover,2318332,Trailer
296,2025-12-29,DO-2026-01-100295,AM/NS India,"Chennai, Tamil Nadu",TMT Fe550,10.5,1800,2000,64,0,64,19.0,Critical,2026-01-14 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,64078,60,Tarpaulin Cover,4042897,Trailer
297,2025-12-24,DO-2026-01-100296,Lloyds Metals,"Bengaluru, Karnataka",GP Coil,5.0,1500,6000,93,0,93,32.9,High,2026-01-06 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,76144,60,Express Delivery,1460951,Trailer
298,2025-12-29,DO-2026-01-100297,APL Apollo,"Bengaluru, Karnataka",GP Coil,5.5,1000,2500,104,0,104,11.2,Medium,2026-01-05 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,43996,60,Tarpaulin Cover,5035109,Flatbed
299,2025-12-27,DO-2026-01-100298,Shyam Steel,"Hyderabad, Telangana",Color Coated,12.9,1250,12000,67,0,67,101.8,Normal,2026-01-10 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,44173,90,Tarpaulin Cover,2203198,Flatbed
300,2025-12-31,DO-2026-01-100299,SRMB Steel,"Hyderabad, Telangana",Color Coated,6.3,1500,2500,89,0,89,16.5,Low,2026-01-09 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,61556,30,Express Delivery,830391,Flatbed
301,2025-12-25,DO-2026-01-100300,Tata Steel Ltd,"Ahmedabad, Gujarat",SS304,5.5,1800,12000,80,0,80,74.6,Critical,2026-01-14 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,64438,90,Tarpaulin Cover,4236560,LCV
302,2026-01-01,DO-2026-01-100301,JSW Steel,"Ahmedabad, Gujarat",SS304,23.8,1800,2500,108,0,108,90.8,High,2026-01-13 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,34022,45,None,3055633,LCV
303,2025-12-24,DO-2026-01-100302,SAIL Bokaro,"Jaipur, Rajasthan",SS316L,16.0,1250,6000,46,0,46,43.3,Medium,2026-01-15 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,64460,30,Tarpaulin Cover,2997215,LCV
304,2026-01-02,DO-2026-01-100303,Hindalco Industries,"Jaipur, Rajasthan",SS316L,16.1,1500,12000,117,0,117,266.2,Normal,2026-01-16 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,60925,45,Insurance Mandatory,1609131,HCV
305,2026-01-02,DO-2026-01-100304,Vedanta Resources,"Lucknow, Uttar Pradesh",MS A36,23.6,1250,3000,112,0,112,77.8,Low,2026-01-11 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,49223,60,Express Delivery,1479666,HCV
306,2025-12-30,DO-2026-01-100305,NMDC Ltd,"Lucknow, Uttar Pradesh",MS A36,24.5,1000,2500,74,0,74,35.6,Critical,2026-01-16 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,70530,60,Express Delivery,4341725,HCV
307,2026-01-02,DO-2026-01-100306,Rashtriya Ispat Nigam,"Coimbatore, Tamil Nadu",CRS,18.0,1250,2500,39,0,39,17.2,High,2026-01-13 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,54991,60,Tarpaulin Cover,2162451,Covered
308,2025-12-24,DO-2026-01-100307,Essar Steel,"Coimbatore, Tamil Nadu",CRS,27.5,1500,3000,59,0,59,57.3,Medium,2026-01-08 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,65712,30,None,4202719,Covered
309,2025-12-31,DO-2026-01-100308,Jindal Steel,"Surat, Gujarat",HRS,3.5,1500,2500,135,0,135,13.9,Normal,2026-01-07 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,41584,60,Wooden Crating,4044212,Covered
310,2025-12-27,DO-2026-01-100309,Bhushan Steel,"Surat, Gujarat",HRS,5.7,1500,6000,80,0,80,32.2,Low,2026-01-11 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,36949,30,None,3083926,Open
311,2025-12-26,DO-2026-01-100310,AM/NS India,"Indore, Madhya Pradesh",Galvanized,26.3,1500,6000,106,0,106,197.0,Critical,2026-01-09 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,70139,30,Express Delivery,1531328,Open
312,2025-12-25,DO-2026-01-100311,Lloyds Metals,"Indore, Madhya Pradesh",Galvanized,27.3,1500,2000,111,0,111,71.4,High,2026-01-10 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,46275,90,Wooden Crating,4899969,Open
313,2025-12-25,DO-2026-01-100312,APL Apollo,"Mumbai, Maharashtra",TMT Fe500,10.4,1500,3000,52,0,52,19.1,Medium,2026-01-13 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,40558,90,Wooden Crating,1156086,Trailer
314,2026-01-01,DO-2026-01-100313,Shyam Steel,"Mumbai, Maharashtra",TMT Fe500,4.6,1800,2000,23,0,23,3.0,Normal,2026-01-17 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,42353,90,None,4338640,Trailer
315,2025-12-31,DO-2026-01-100314,SRMB Steel,Delhi NCR,TMT Fe550,27.9,1250,3000,43,0,43,35.3,Low,2026-01-17 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,49958,30,Tarpaulin Cover,2850417,Trailer
316,2025-12-27,DO-2026-01-100315,Tata Steel Ltd,Delhi NCR,TMT Fe550,11.7,1250,2000,28,0,28,6.4,Critical,2026-01-14 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,52021,45,None,1515034,Flatbed
317,2026-01-01,DO-2026-01-100316,JSW Steel,"Pune, Maharashtra",GP Coil,4.5,1250,6000,108,0,108,28.6,High,2026-01-06 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,70907,45,None,4483491,Flatbed
318,2025-12-27,DO-2026-01-100317,SAIL Bokaro,"Pune, Maharashtra",GP Coil,2.2,1500,2000,19,0,19,1.0,Medium,2026-01-15 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,40662,90,None,3963423,Flatbed
319,2025-12-28,DO-2026-01-100318,Hindalco Industries,"Chennai, Tamil Nadu",Color Coated,21.0,1000,2000,29,0,29,9.6,Normal,2026-01-09 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,51611,45,None,1866911,LCV
320,2025-12-25,DO-2026-01-100319,Vedanta Resources,"Chennai, Tamil Nadu",Color Coated,27.8,1250,2000,100,0,100,54.6,Low,2026-01-13 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,32555,45,None,2537238,LCV
321,2025-12-23,DO-2026-01-100320,NMDC Ltd,"Bengaluru, Karnataka",SS304,21.5,1800,12000,98,0,98,357.3,Critical,2026-01-11 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,46237,30,Express Delivery,1924515,LCV
322,2025-12-27,DO-2026-01-100321,Rashtriya Ispat Nigam,"Bengaluru, Karnataka",SS304,5.2,1800,3000,114,0,114,25.1,High,2026-01-09 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,41163,45,None,1456729,HCV
323,2025-12-29,DO-2026-01-100322,Essar Steel,"Hyderabad, Telangana",SS316L,16.4,2000,12000,49,0,49,151.4,Medium,2026-01-16 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,77251,30,Wooden Crating,3280418,HCV
324,2025-12-27,DO-2026-01-100323,Jindal Steel,"Hyderabad, Telangana",SS316L,15.5,2000,2500,44,0,44,26.8,Normal,2026-01-08 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,74347,30,Wooden Crating,2757738,HCV
325,2025-12-23,DO-2026-01-100324,Bhushan Steel,"Ahmedabad, Gujarat",MS A36,12.0,1250,6000,81,0,81,57.2,Low,2026-01-13 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,36653,30,Insurance Mandatory,3404765,Covered
326,2025-12-28,DO-2026-01-100325,AM/NS India,"Ahmedabad, Gujarat",MS A36,12.1,2000,6000,34,0,34,38.8,Critical,2026-01-12 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,76757,45,Wooden Crating,1362299,Covered
327,2025-12-30,DO-2026-01-100326,Lloyds Metals,"Jaipur, Rajasthan",CRS,17.3,1000,3000,20,0,20,8.1,High,2026-01-04 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,35962,90,None,4953103,Covered
328,2025-12-23,DO-2026-01-100327,APL Apollo,"Jaipur, Rajasthan",CRS,12.8,1800,2000,116,0,116,42.0,Medium,2026-01-12 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,67235,45,None,3349687,Open
329,2025-12-25,DO-2026-01-100328,Shyam Steel,"Lucknow, Uttar Pradesh",HRS,15.3,1250,2500,28,0,28,10.5,Normal,2026-01-09 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,57606,30,None,4419898,Open
330,2025-12-30,DO-2026-01-100329,SRMB Steel,"Lucknow, Uttar Pradesh",HRS,26.8,1250,2000,111,0,111,58.4,Low,2026-01-05 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,60474,30,None,1211613,Open
331,2026-01-02,DO-2026-01-100330,Tata Steel Ltd,"Coimbatore, Tamil Nadu",Galvanized,19.3,1250,2000,57,0,57,21.6,Critical,2026-01-15 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,40992,30,None,3658373,Trailer
332,2025-12-28,DO-2026-01-100331,JSW Steel,"Coimbatore, Tamil Nadu",Galvanized,15.4,1500,2500,84,0,84,38.1,High,2026-01-06 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,49613,30,Wooden Crating,996258,Trailer
333,2026-01-01,DO-2026-01-100332,SAIL Bokaro,"Surat, Gujarat",TMT Fe500,23.0,1500,12000,60,0,60,195.0,Medium,2026-01-08 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,69791,30,None,5034748,Trailer
334,2025-12-28,DO-2026-01-100333,Hindalco Industries,"Surat, Gujarat",TMT Fe500,3.4,2000,2500,64,0,64,8.5,Normal,2026-01-06 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,48719,30,Express Delivery,1717488,Flatbed
335,2026-01-02,DO-2026-01-100334,Vedanta Resources,"Indore, Madhya Pradesh",TMT Fe550,21.3,1000,2000,47,0,47,15.7,Low,2026-01-07 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,35013,90,None,2009001,Flatbed
336,2025-12-23,DO-2026-01-100335,NMDC Ltd,"Indore, Madhya Pradesh",TMT Fe550,26.2,1000,12000,40,0,40,98.7,Critical,2026-01-10 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,46713,60,None,3433810,Flatbed
337,2026-01-01,DO-2026-01-100336,Rashtriya Ispat Nigam,"Mumbai, Maharashtra",GP Coil,23.5,2000,3000,52,0,52,57.6,High,2026-01-12 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,76127,30,None,5076626,LCV
338,2025-12-29,DO-2026-01-100337,Essar Steel,"Mumbai, Maharashtra",GP Coil,26.8,1000,6000,23,0,23,29.0,Medium,2026-01-16 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,52361,60,None,4581464,LCV
339,2025-12-29,DO-2026-01-100338,Jindal Steel,Delhi NCR,Color Coated,11.6,1500,12000,19,0,19,31.1,Normal,2026-01-15 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,72810,45,None,4888609,LCV
340,2025-12-31,DO-2026-01-100339,Bhushan Steel,Delhi NCR,Color Coated,22.2,2000,2500,116,0,116,101.1,Low,2026-01-04 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,58872,30,None,3656012,HCV
341,2026-01-02,DO-2026-01-100340,AM/NS India,"Pune, Maharashtra",SS304,23.8,1000,3000,99,0,99,55.5,Critical,2026-01-16 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,75077,90,Wooden Crating,3329586,HCV
342,2025-12-26,DO-2026-01-100341,Lloyds Metals,"Pune, Maharashtra",SS304,7.3,1250,6000,31,0,31,13.3,High,2026-01-04 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,41330,60,None,2691732,HCV
343,2025-12-26,DO-2026-01-100342,APL Apollo,"Chennai, Tamil Nadu",SS316L,24.0,1800,3000,132,0,132,134.3,Medium,2026-01-15 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,37564,30,None,4058058,Covered
344,2025-12-23,DO-2026-01-100343,Shyam Steel,"Chennai, Tamil Nadu",SS316L,17.4,1000,6000,27,0,27,22.1,Normal,2026-01-06 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,47517,60,None,3392486,Covered
345,2025-12-26,DO-2026-01-100344,SRMB Steel,"Bengaluru, Karnataka",MS A36,12.2,1500,3000,120,0,120,51.7,Low,2026-01-08 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,47309,30,Express Delivery,1891788,Covered
346,2026-01-01,DO-2026-01-100345,Tata Steel Ltd,"Bengaluru, Karnataka",MS A36,22.0,1000,2500,117,0,117,50.5,Critical,2026-01-06 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,61462,90,None,1762813,Open
347,2025-12-29,DO-2026-01-100346,JSW Steel,"Hyderabad, Telangana",CRS,11.3,1250,6000,86,0,86,57.2,High,2026-01-11 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,49367,30,None,3301940,Open
348,2025-12-30,DO-2026-01-100347,SAIL Bokaro,"Hyderabad, Telangana",CRS,20.3,2000,2000,123,0,123,78.4,Medium,2026-01-17 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,53482,45,None,2832210,Open
349,2025-12-29,DO-2026-01-100348,Hindalco Industries,"Ahmedabad, Gujarat",HRS,12.3,1000,3000,63,0,63,18.2,Normal,2026-01-17 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,43394,30,Insurance Mandatory,4543338,Trailer
350,2025-12-26,DO-2026-01-100349,Vedanta Resources,"Ahmedabad, Gujarat",HRS,21.5,1250,2000,89,0,89,37.6,Low,2026-01-05 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,41161,30,None,2614688,Trailer
351,2025-12-23,DO-2026-01-100350,NMDC Ltd,"Jaipur, Rajasthan",Galvanized,7.2,1800,3000,34,0,34,10.4,Critical,2026-01-14 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,74250,30,Tarpaulin Cover,2921144,Trailer
352,2025-12-30,DO-2026-01-100351,Rashtriya Ispat Nigam,"Jaipur, Rajasthan",Galvanized,23.1,1000,2000,135,0,135,49.0,High,2026-01-14 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,61060,45,None,3531242,Flatbed
353,2025-12-31,DO-2026-01-100352,Essar Steel,"Lucknow, Uttar Pradesh",TMT Fe500,3.1,1800,2000,33,0,33,2.9,Medium,2026-01-13 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,60387,90,None,3960567,Flatbed
354,2025-12-31,DO-2026-01-100353,Jindal Steel,"Lucknow, Uttar Pradesh",TMT Fe500,13.1,1500,2500,105,0,105,40.5,Normal,2026-01-08 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,50340,90,Express Delivery,1040660,Flatbed
355,2025-12-26,DO-2026-01-100354,Bhushan Steel,"Coimbatore, Tamil Nadu",TMT Fe550,18.1,1250,3000,96,0,96,51.2,Low,2026-01-10 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,68089,90,None,3096931,LCV
356,2025-12-30,DO-2026-01-100355,AM/NS India,"Coimbatore, Tamil Nadu",TMT Fe550,5.6,1250,12000,67,0,67,44.2,Critical,2026-01-14 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,67629,30,Insurance Mandatory,3762450,LCV
357,2025-12-24,DO-2026-01-100356,Lloyds Metals,"Surat, Gujarat",GP Coil,16.2,1800,3000,79,0,79,54.3,High,2026-01-12 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,53076,90,None,968632,LCV
