DO_Number,Customer_Name,Destination,Weight_Tons,Recommended_Vehicle,Vehicle_ID,Vehicle_Type,Predicted_Profit_INR,Confidence_Score,Expected_Revenue,Estimated_Cost,Route,Distance_Km,ETA,Capacity_Utilization_%,Reasoning
DO-2026-01-100166,JSW Steel,"Indore, Madhya Pradesh",34.6,HIRE MARKET TRUCK,MARKET,Market,8882.4,Medium,74020,65137.6,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100167,SAIL Bokaro,"Indore, Madhya Pradesh",61.6,HIRE MARKET TRUCK,MARKET,Market,5100.72,Medium,42506,37405.28,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100168,Hindalco Industries,"Mumbai, Maharashtra",16.7,HIRE MARKET TRUCK,MARKET,Market,4049.64,Medium,33747,29697.36,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100169,Vedanta Resources,"Mumbai, Maharashtra",12.4,HIRE MARKET TRUCK,MARKET,Market,6346.2,Medium,52885,46538.8,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100170,NMDC Ltd,Delhi NCR,16.3,HIRE MARKET TRUCK,MARKET,Market,4931.4,Medium,41095,36163.6,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100171,Rashtriya Ispat Nigam,Delhi NCR,16.1,HIRE MARKET TRUCK,MARKET,Market,8628.36,Medium,71903,63274.64,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100172,Essar Steel,"Pune, Maharashtra",9.2,HIRE MARKET TRUCK,MARKET,Market,8737.92,Medium,72816,64078.08,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100173,Jindal Steel,"Pune, Maharashtra",281.6,HIRE MARKET TRUCK,MARKET,Market,4969.08,Medium,41409,36439.92,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100174,Bhushan Steel,"Chennai, Tamil Nadu",15.8,HIRE MARKET TRUCK,MARKET,Market,4372.2,Medium,36435,32062.8,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100175,AM/NS India,"Chennai, Tamil Nadu",15.0,HIRE MARKET TRUCK,MARKET,Market,4371.24,Medium,36427,32055.76,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100176,Lloyds Metals,"Bengaluru, Karnataka",58.4,HIRE MARKET TRUCK,MARKET,Market,8133.96,Medium,67783,59649.04,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100177,APL Apollo,"Bengaluru, Karnataka",234.4,HIRE MARKET TRUCK,MARKET,Market,4900.44,Medium,40837,35936.56,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100178,Shyam Steel,"Hyderabad, Telangana",4.1,HIRE MARKET TRUCK,MARKET,Market,6278.52,Medium,52321,46042.48,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100179,SRMB Steel,"Hyderabad, Telangana",4.4,HIRE MARKET TRUCK,MARKET,Market,4215.84,Medium,35132,30916.16,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100180,Tata Steel Ltd,"Ahmedabad, Gujarat",155.3,HIRE MARKET TRUCK,MARKET,Market,7742.28,Medium,64519,56776.72,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100181,JSW Steel,"Ahmedabad, Gujarat",33.5,HIRE MARKET TRUCK,MARKET,Market,5259.12,Medium,43826,38566.88,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100182,SAIL Bokaro,"Jaipur, Rajasthan",80.0,HIRE MARKET TRUCK,MARKET,Market,7191.0,Medium,59925,52734.0,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100183,Hindalco Industries,"Jaipur, Rajasthan",32.9,HIRE MARKET TRUCK,MARKET,Market,8868.96,Medium,73908,65039.04,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100184,Vedanta Resources,"Lucknow, Uttar Pradesh",19.2,HIRE MARKET TRUCK,MARKET,Market,8618.04,Medium,71817,63198.96,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100185,NMDC Ltd,"Lucknow, Uttar Pradesh",37.6,HIRE MARKET TRUCK,MARKET,Market,4094.64,Medium,34122,30027.36,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100186,Rashtriya Ispat Nigam,"Coimbatore, Tamil Nadu",82.7,HIRE MARKET TRUCK,MARKET,Market,6725.76,Medium,56048,49322.24,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100187,Essar Steel,"Coimbatore, Tamil Nadu",26.0,HIRE MARKET TRUCK,MARKET,Market,6883.32,Medium,57361,50477.68,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100188,Jindal Steel,"Surat, Gujarat",69.2,HIRE MARKET TRUCK,MARKET,Market,4804.44,Medium,40037,35232.56,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100189,Bhushan Steel,"Surat, Gujarat",28.7,HIRE MARKET TRUCK,MARKET,Market,6353.28,Medium,52944,46590.72,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100190,AM/NS India,"Indore, Madhya Pradesh",31.7,HIRE MARKET TRUCK,MARKET,Market,5603.4,Medium,46695,41091.6,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100191,Lloyds Metals,"Indore, Madhya Pradesh",25.4,HIRE MARKET TRUCK,MARKET,Market,6741.12,Medium,56176,49434.88,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100192,APL Apollo,"Mumbai, Maharashtra",56.5,HIRE MARKET TRUCK,MARKET,Market,7604.28,Medium,63369,55764.72,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100193,Shyam Steel,"Mumbai, Maharashtra",43.7,HIRE MARKET TRUCK,MARKET,Market,7908.6,Medium,65905,57996.4,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100194,SRMB Steel,Delhi NCR,533.0,HIRE MARKET TRUCK,MARKET,Market,4816.44,Medium,40137,35320.56,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100195,Tata Steel Ltd,Delhi NCR,45.7,HIRE MARKET TRUCK,MARKET,Market,4460.16,Medium,37168,32707.84,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100196,JSW Steel,"Pune, Maharashtra",117.2,HIRE MARKET TRUCK,MARKET,Market,8880.84,Medium,74007,65126.16,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100197,SAIL Bokaro,"Pune, Maharashtra",35.1,HIRE MARKET TRUCK,MARKET,Market,4063.08,Medium,33859,29795.92,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100198,Hindalco Industries,"Chennai, Tamil Nadu",71.4,HIRE MARKET TRUCK,MARKET,Market,4078.08,Medium,33984,29905.92,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100199,Vedanta Resources,"Chennai, Tamil Nadu",95.0,HIRE MARKET TRUCK,MARKET,Market,6179.04,Medium,51492,45312.96,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100200,NMDC Ltd,"Bengaluru, Karnataka",43.2,HIRE MARKET TRUCK,MARKET,Market,8610.96,Medium,71758,63147.04,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100201,Rashtriya Ispat Nigam,"Bengaluru, Karnataka",217.2,HIRE MARKET TRUCK,MARKET,Market,6753.96,Medium,56283,49529.04,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100202,Essar Steel,"Hyderabad, Telangana",7.3,HIRE MARKET TRUCK,MARKET,Market,6122.28,Medium,51019,44896.72,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100203,Jindal Steel,"Hyderabad, Telangana",38.9,HIRE MARKET TRUCK,MARKET,Market,6299.28,Medium,52494,46194.72,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100204,Bhushan Steel,"Ahmedabad, Gujarat",82.7,HIRE MARKET TRUCK,MARKET,Market,6932.52,Medium,57771,50838.48,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100205,AM/NS India,"Ahmedabad, Gujarat",24.3,HIRE MARKET TRUCK,MARKET,Market,8985.24,Medium,74877,65891.76,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100207,APL Apollo,"Jaipur, Rajasthan",211.1,HIRE MARKET TRUCK,MARKET,Market,6878.28,Medium,57319,50440.72,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100208,Shyam Steel,"Lucknow, Uttar Pradesh",107.0,HIRE MARKET TRUCK,MARKET,Market,6937.68,Medium,57814,50876.32,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100209,SRMB Steel,"Lucknow, Uttar Pradesh",57.6,HIRE MARKET TRUCK,MARKET,Market,6996.6,Medium,58305,51308.4,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100210,Tata Steel Ltd,"Coimbatore, Tamil Nadu",197.8,HIRE MARKET TRUCK,MARKET,Market,8607.72,Medium,71731,63123.28,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100212,SAIL Bokaro,"Surat, Gujarat",63.9,HIRE MARKET TRUCK,MARKET,Market,7115.76,Medium,59298,52182.24,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100213,Hindalco Industries,"Surat, Gujarat",253.2,HIRE MARKET TRUCK,MARKET,Market,4243.8,Medium,35365,31121.2,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100214,Vedanta Resources,"Indore, Madhya Pradesh",16.5,HIRE MARKET TRUCK,MARKET,Market,4704.24,Medium,39202,34497.76,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100215,NMDC Ltd,"Indore, Madhya Pradesh",24.7,HIRE MARKET TRUCK,MARKET,Market,8648.76,Medium,72073,63424.24,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100216,Rashtriya Ispat Nigam,"Mumbai, Maharashtra",71.2,HIRE MARKET TRUCK,MARKET,Market,7602.0,Medium,63350,55748.0,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100217,Essar Steel,"Mumbai, Maharashtra",276.0,HIRE MARKET TRUCK,MARKET,Market,9193.56,Medium,76613,67419.44,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100218,Jindal Steel,Delhi NCR,13.4,HIRE MARKET TRUCK,MARKET,Market,6112.8,Medium,50940,44827.2,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100219,Bhushan Steel,Delhi NCR,39.6,HIRE MARKET TRUCK,MARKET,Market,8349.96,Medium,69583,61233.04,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100220,AM/NS India,"Pune, Maharashtra",39.5,HIRE MARKET TRUCK,MARKET,Market,4461.48,Medium,37179,32717.52,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100221,Lloyds Metals,"Pune, Maharashtra",192.9,HIRE MARKET TRUCK,MARKET,Market,9314.88,Medium,77624,68309.12,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100222,APL Apollo,"Chennai, Tamil Nadu",6.3,HIRE MARKET TRUCK,MARKET,Market,4252.8,Medium,35440,31187.2,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100223,Shyam Steel,"Chennai, Tamil Nadu",11.6,HIRE MARKET TRUCK,MARKET,Market,7040.04,Medium,58667,51626.96,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100224,SRMB Steel,"Bengaluru, Karnataka",109.1,HIRE MARKET TRUCK,MARKET,Market,4543.44,Medium,37862,33318.56,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100225,Tata Steel Ltd,"Bengaluru, Karnataka",123.1,HIRE MARKET TRUCK,MARKET,Market,6962.04,Medium,58017,51054.96,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100226,JSW Steel,"Hyderabad, Telangana",55.1,HIRE MARKET TRUCK,MARKET,Market,6474.84,Medium,53957,47482.16,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100227,SAIL Bokaro,"Hyderabad, Telangana",239.4,HIRE MARKET TRUCK,MARKET,Market,5356.32,Medium,44636,39279.68,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100228,Hindalco Industries,"Ahmedabad, Gujarat",17.1,HIRE MARKET TRUCK,MARKET,Market,6160.08,Medium,51334,45173.92,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100229,Vedanta Resources,"Ahmedabad, Gujarat",37.9,HIRE MARKET TRUCK,MARKET,Market,4590.12,Medium,38251,33660.88,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100230,NMDC Ltd,"Jaipur, Rajasthan",36.5,HIRE MARKET TRUCK,MARKET,Market,7353.24,Medium,61277,53923.76,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100231,Rashtriya Ispat Nigam,"Jaipur, Rajasthan",45.1,HIRE MARKET TRUCK,MARKET,Market,9288.12,Medium,77401,68112.88,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100232,Essar Steel,"Lucknow, Uttar Pradesh",130.6,HIRE MARKET TRUCK,MARKET,Market,4763.28,Medium,39694,34930.72,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100233,Jindal Steel,"Lucknow, Uttar Pradesh",43.7,HIRE MARKET TRUCK,MARKET,Market,8603.64,Medium,71697,63093.36,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100234,Bhushan Steel,"Coimbatore, Tamil Nadu",44.7,HIRE MARKET TRUCK,MARKET,Market,8525.64,Medium,71047,62521.36,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100235,AM/NS India,"Coimbatore, Tamil Nadu",38.7,HIRE MARKET TRUCK,MARKET,Market,8146.8,Medium,67890,59743.2,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100236,Lloyds Metals,"Surat, Gujarat",38.6,HIRE MARKET TRUCK,MARKET,Market,5455.32,Medium,45461,40005.68,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100237,APL Apollo,"Surat, Gujarat",60.9,HIRE MARKET TRUCK,MARKET,Market,7432.32,Medium,61936,54503.68,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100238,Shyam Steel,"Indore, Madhya Pradesh",6.7,HIRE MARKET TRUCK,MARKET,Market,4414.32,Medium,36786,32371.68,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100239,SRMB Steel,"Indore, Madhya Pradesh",113.9,HIRE MARKET TRUCK,MARKET,Market,7055.4,Medium,58795,51739.6,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100240,Tata Steel Ltd,"Mumbai, Maharashtra",153.2,HIRE MARKET TRUCK,MARKET,Market,4471.08,Medium,37259,32787.92,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100242,SAIL Bokaro,Delhi NCR,141.4,HIRE MARKET TRUCK,MARKET,Market,5646.12,Medium,47051,41404.88,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100243,Hindalco Industries,Delhi NCR,5.7,HIRE MARKET TRUCK,MARKET,Market,8675.88,Medium,72299,63623.12,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100244,Vedanta Resources,"Pune, Maharashtra",88.5,HIRE MARKET TRUCK,MARKET,Market,4222.8,Medium,35190,30967.2,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100246,Rashtriya Ispat Nigam,"Chennai, Tamil Nadu",46.9,HIRE MARKET TRUCK,MARKET,Market,9032.04,Medium,75267,66234.96,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100247,Essar Steel,"Chennai, Tamil Nadu",16.2,HIRE MARKET TRUCK,MARKET,Market,7199.64,Medium,59997,52797.36,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100248,Jindal Steel,"Bengaluru, Karnataka",91.8,HIRE MARKET TRUCK,MARKET,Market,5013.48,Medium,41779,36765.52,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100249,Bhushan Steel,"Bengaluru, Karnataka",34.1,HIRE MARKET TRUCK,MARKET,Market,8262.72,Medium,68856,60593.28,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100250,AM/NS India,"Hyderabad, Telangana",12.5,HIRE MARKET TRUCK,MARKET,Market,4461.72,Medium,37181,32719.28,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100251,Lloyds Metals,"Hyderabad, Telangana",35.1,HIRE MARKET TRUCK,MARKET,Market,9137.88,Medium,76149,67011.12,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100252,APL Apollo,"Ahmedabad, Gujarat",102.7,HIRE MARKET TRUCK,MARKET,Market,6458.52,Medium,53821,47362.48,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100253,Shyam Steel,"Ahmedabad, Gujarat",56.0,HIRE MARKET TRUCK,MARKET,Market,8593.2,Medium,71610,63016.8,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100254,SRMB Steel,"Jaipur, Rajasthan",64.7,HIRE MARKET TRUCK,MARKET,Market,8941.68,Medium,74514,65572.32,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100255,Tata Steel Ltd,"Jaipur, Rajasthan",58.6,HIRE MARKET TRUCK,MARKET,Market,6358.32,Medium,52986,46627.68,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100256,JSW Steel,"Lucknow, Uttar Pradesh",9.4,HIRE MARKET TRUCK,MARKET,Market,8191.32,Medium,68261,60069.68,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100257,SAIL Bokaro,"Lucknow, Uttar Pradesh",18.8,HIRE MARKET TRUCK,MARKET,Market,8988.0,Medium,74900,65912.0,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100258,Hindalco Industries,"Coimbatore, Tamil Nadu",174.4,HIRE MARKET TRUCK,MARKET,Market,6609.6,Medium,55080,48470.4,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100259,Vedanta Resources,"Coimbatore, Tamil Nadu",33.2,HIRE MARKET TRUCK,MARKET,Market,4424.52,Medium,36871,32446.48,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100260,NMDC Ltd,"Surat, Gujarat",16.4,HIRE MARKET TRUCK,MARKET,Market,5560.08,Medium,46334,40773.92,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100261,Rashtriya Ispat Nigam,"Surat, Gujarat",141.2,HIRE MARKET TRUCK,MARKET,Market,3933.12,Medium,32776,28842.88,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100262,Essar Steel,"Indore, Madhya Pradesh",222.0,HIRE MARKET TRUCK,MARKET,Market,5249.76,Medium,43748,38498.24,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100263,Jindal Steel,"Indore, Madhya Pradesh",57.9,HIRE MARKET TRUCK,MARKET,Market,6627.36,Medium,55228,48600.64,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100264,Bhushan Steel,"Mumbai, Maharashtra",296.5,HIRE MARKET TRUCK,MARKET,Market,5616.12,Medium,46801,41184.88,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100265,AM/NS India,"Mumbai, Maharashtra",44.1,HIRE MARKET TRUCK,MARKET,Market,6806.16,Medium,56718,49911.84,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100266,Lloyds Metals,Delhi NCR,59.0,HIRE MARKET TRUCK,MARKET,Market,6445.2,Medium,53710,47264.8,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100267,APL Apollo,Delhi NCR,33.2,HIRE MARKET TRUCK,MARKET,Market,4424.64,Medium,36872,32447.36,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100268,Shyam Steel,"Pune, Maharashtra",24.6,HIRE MARKET TRUCK,MARKET,Market,4973.88,Medium,41449,36475.12,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100269,SRMB Steel,"Pune, Maharashtra",59.8,HIRE MARKET TRUCK,MARKET,Market,6448.8,Medium,53740,47291.2,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100270,Tata Steel Ltd,"Chennai, Tamil Nadu",310.5,HIRE MARKET TRUCK,MARKET,Market,4608.12,Medium,38401,33792.88,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
